index	name	height	weight	description	image
305	Lairon	2' 11"	264.6	Lairon tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This Pokémon makes its nest close to springs of delicious water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png
306	Aggron	6' 11"	793.7	Aggron claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This Pokémon vigilantly patrols its territory at all times.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png
307	Meditite	2' 00"	24.7	Meditite undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this Pokémon always loses its concentration and focus. As a result, its training never ends.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png
308	Medicham	4' 03"	69.4	It is said that through meditation, Medicham heightens energy inside its body and sharpens its sixth sense. This Pokémon hides its presence by merging itself with fields and mountains.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png
309	Electrike	2' 00"	33.5	Electrike stores electricity in its long body hair. This Pokémon stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png
310	Manectric	4' 11"	88.6	Manectric is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this Pokémon creates thunderclouds.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png
311	Plusle	1' 04"	9.3	Plusle always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this Pokémon shorts out its body to create the crackling noises of sparks to show its joy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png
312	Minun	1' 04"	9.3	Minun is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png
313	Volbeat	2' 04"	39.0	With the arrival of night, Volbeat emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This Pokémon is attracted by the sweet aroma of Illumise.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png
314	Illumise	2' 00"	39.0	Illumise attracts a swarm of Volbeat using a sweet fragrance. Once the Volbeat have gathered, this Pokémon leads the lit-up swarm in drawing geometric designs on the canvas of the night sky.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png
315	Roselia	1' 00"	4.4	Roselia shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this Pokémon brings serenity to living things.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png
316	Gulpin	1' 04"	22.7	Virtually all of Gulpin's body is its stomach. As a result, it can swallow something its own size. This Pokémon's stomach contains a special fluid that digests anything.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png
317	Swalot	5' 07"	176.4	When Swalot spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this Pokémon gulps it down whole with its cavernous mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png
318	Carvanha	2' 07"	45.9	Carvanha's strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png
319	Sharpedo	5' 11"	195.8	Nicknamed “the bully of the sea," Sharpedo is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these Pokémon can thoroughly tear apart a supertanker.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png
320	Wailmer	6' 07"	286.6	Wailmer's nostrils are located above its eyes. This playful Pokémon loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png
321	Wailord	47' 07"	877.4	Wailord is the largest of all identified Pokémon up to now. This giant Pokémon swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png
322	Numel	2' 04"	52.9	Numel is extremely dull witted—it doesn't notice being hit. However, it can't stand hunger for even a second. This Pokémon's body is a seething cauldron of boiling magma.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png
323	Camerupt	6' 03"	485.0	Camerupt has a volcano inside its body. Magma of 18,000 degrees Fahrenheit courses through its body. Occasionally, the humps on this Pokémon's back erupt, spewing the superheated magma.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png
324	Torkoal	1' 08"	177.2	Torkoal digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this Pokémon spouts thick black smoke to beat a retreat.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png
325	Spoink	2' 04"	67.5	Spoink bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this Pokémon cannot afford to stop bouncing—if it stops, its heart will stop.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png
326	Grumpig	2' 11"	157.6	Grumpig uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this Pokémon uses its special power, its snorting breath grows labored.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png
327	Spinda	3' 07"	11.0	All the Spinda that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this Pokémon give it the appearance of dancing.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png
328	Trapinch	2' 04"	33.1	Trapinch's nest is a sloped, bowl-like pit dug in sand. This Pokémon patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png
329	Vibrava	3' 07"	33.7	To make prey faint, Vibrava generates ultrasonic waves by vigorously making its two wings vibrate. This Pokémon's ultrasonic waves are so powerful, they can bring on headaches in people.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png
330	Flygon	6' 07"	180.8	Flygon is nicknamed “the elemental spirit of the desert." Because its flapping wings whip up a cloud of sand, this Pokémon is always enveloped in a sandstorm while flying.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png
331	Cacnea	1' 04"	113.1	Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this Pokémon shoots sharp thorns from its body to bring the victim down.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png
332	Cacturne	4' 03"	170.6	During the daytime, Cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png
333	Swablu	1' 04"	2.6	Swablu has light and fluffy wings that are like cottony clouds. This Pokémon is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png
334	Altaria	3' 07"	45.4	Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png
335	Zangoose	4' 03"	88.8	Memories of battling its archrival Seviper are etched into every cell of Zangoose's body. This Pokémon adroitly dodges attacks with incredible agility.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png
336	Seviper	8' 10"	115.7	Seviper shares a generations-long feud with Zangoose. The scars on its body are evidence of vicious battles. This Pokémon attacks using its sword-edged tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png
337	Lunatone	3' 03"	370.4	Lunatone was discovered at a location where a meteoroid fell. As a result, some people theorize that this Pokémon came from space. However, no one has been able to prove this theory so far.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png
338	Solrock	3' 11"	339.5	Solrock is a new species of Pokémon that is said to have fallen from space. It floats in air and moves silently. In battle, this Pokémon releases intensely bright light.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png
